Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"August 27, 2006",06:07,"Lexington, Kentucky",Comair,5191,Lexington - Atlanta,N431CA,7472,50,47.0,3.0,49,47.0,2.0,0.0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specific air traffic control clearances.",https://www.planecrashinfo.com/2006/2006-26.htm,38.0464066,-84.4970393
"September 01, 2006",13:45,"Mahad, Iran",Iran Air Tours,,Bandar Abbas - Mashad,EP-MCF,88A788,148,137.0,11.0,29,29.0,0.0,0.0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.,https://www.planecrashinfo.com/2006/2006-27.htm,35.666373179583644,50.841061464360884
"September 02, 2006",16:30,"Near Kandahar, Afghanistan",Military - Royal Air Force,,,XV-230,8005,14,12.0,2.0,14,12.0,2.0,0.0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.,https://www.planecrashinfo.com/2006/2006-28.htm,31.6205738,65.7157573
"September 11, 2006",17:30,"Vladikavkaz, Russia",Military - Russia,,Gizel - Khankala,,,15,12.0,3.0,12,12.0,0.0,0.0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter.",https://www.planecrashinfo.com/2006/2006-29.htm,43.024593,44.68211
"September 17, 2006",10:15,"Vandeikya, Nigeria",Military - Nigerian Air Force,,Abuja - Obudu,NAF033,8229,18,15.0,3.0,13,11.0,2.0,0.0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident.",https://www.planecrashinfo.com/2006/2006-30.htm,6.8334444,9.0458344
"September 29, 2006",15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,PR-GTD / N600XL,34653/2039 /14500965,161,153.0,8.0,154,148.0,6.0,0.0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members on the Embraer were not injured. All 154 on board the 737 were killed. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air traffic control to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.",https://www.planecrashinfo.com/2006/2006-31.htm,-11.6170646,-50.6667246
"October 10, 2006",07:35,"Stord, Norway",Atlantic Airways,670,Stavanger - Stord,OY-CRG,2075/75,16,12.0,4.0,4,3.0,1.0,0.0,"While attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. One survivor was seriously hurt, eleven others were not seriously injured. Burning fuel in the cabin was the main reason three passengers and one crew member died and six others were badly injured. All six spoilers failed while landing. Even with the failed spoilers, a damp runway and a slight tailwind, there should have been sufficient room to stop. However, when the pilots realized the spoilers had failed, one of them selected emergency braking not realizing that this deactivated the antilock braking system.",https://www.planecrashinfo.com/2006/2006-32.htm,59.8250205,5.4883706
"October 19, 2006",07:30,"Tashkent, Russia",Military - Russia/Uzbekistan Airways,,Training/Aranchi,UK-70152,1G137-26,15,13.0,2.0,15,13.0,2.0,0.0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.",https://www.planecrashinfo.com/2006/2006-33.htm,56.8482892,60.6098184
"October 29, 2006",11:30,"Near Abuja, Nigeria",ADC Airlines,053,Lagos - Abuja - Sokoto,5N-BFK,22891/998,105,100.0,5.0,96,92.0,4.0,0.0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air traffic controllers' advice to not depart in stormy weather. The pilots’ incorrect actions stalled the plane.,https://www.planecrashinfo.com/2006/2006-34.htm,9.0643305,7.4892974
"November 17, 2006",08:07,"Puncak Jaya, Indonesia",Trigana Air Service,,Mulia - Ilaga,PK-YPY,535,12,9.0,3.0,12,9.0,3.0,0.0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,https://www.planecrashinfo.com/2006/2006-35.htm,-4.0786047,137.1586126
"November 18, 2006",21:00,"Near Leticia, Colombia",Aerosucre Colombia,,Bogota - Leticia,HK-3667X,19430/366,5,2.0,3.0,5,2.0,3.0,0.0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.,https://www.planecrashinfo.com/2006/2006-36.htm,-3.5855334,-70.0893949
"November 27, 2006",07:20,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Shiraz,15-2255,470991045/2010,38,32.0,6.0,38,32.0,6.0,0.0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",https://www.planecrashinfo.com/2006/2006-37.htm,35.6892523,51.3896004
"December 10, 2006",02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,N410MA,33125,3,0.0,3.0,3,0.0,3.0,0.0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",https://www.planecrashinfo.com/2006/2006-38.htm,34.3252897,-117.4286824
"January 01, 2007",14:07,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",PK-KKW,24070,102,96.0,6.0,102,96.0,6.0,0.0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down. The IRS navigation system was repeatedly reported malfunctioning but was never repaired. This is what initially distracted the crew.",https://www.planecrashinfo.com/2007/2007-1.htm,-4.0057055,119.6236101
"January 09, 2007",,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",ER-26068,11308,35,30.0,5.0,34,29.0,5.0,0.0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",https://www.planecrashinfo.com/2007/2007-2.htm,33.9405109,44.3698492
"January 20, 2007",,"Near Baghdad, Iraq",Military - US,,,,,12,10.0,4.0,12,10.0,4.0,0.0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile,https://www.planecrashinfo.com/2007/2007-3.htm,33.3061701,44.3872213
"January 25, 2007",11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,F-GMPG,11362,54,50.0,4.0,0,0.0,0.0,1.0,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.",https://www.planecrashinfo.com/2007/2007-4.htm,43.2957547,-0.3685668
"March 07, 2007",07:14,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,PK-GZC,25664/2393,140,133.0,7.0,22,21.0,1.0,0.0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach.",https://www.planecrashinfo.com/2007/2007-5.htm,-7.9778384,110.3672257
"March 08, 2007",15:00,"Princeville, Hawaii",Heli-USA Airways,,Sightseeing,N354NT,1168,7,6.0,1.0,4,3.0,1.0,0.0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations.",https://www.planecrashinfo.com/2007/2007-6.htm,22.223611,-159.485278
"March 11, 2007",23:20,"Hanea, Kauai, Hawaii",Inter-Island,,,N911VC,0049FF,5,4.0,1.0,1,1.0,0.0,0.0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation.",https://www.planecrashinfo.com/2007/2007-7.htm,22.05038375,-159.55886239302424
"March 14, 2007",,"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo",,Petrolina - Salvador,PP-SEC,3094,4,2.0,2.0,4,2.0,2.0,0.0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.",https://www.planecrashinfo.com/2007/2007-8.htm,-21.6455604,-45.1935254
"March 17, 2007",11:40,"Samara, Russia",UTAir Airlines,UT-471,Surgut - Samara,RA-65021,48390,57,50.0,7.0,6,6.0,0.0,0.0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so.",https://www.planecrashinfo.com/2007/2007-9.htm,53.1956255,50.1014927
"March 23, 2007",17:00,"Mogadishu, Somalia",Transaviaexport Airlines,,Mogadishu - Djibouti,EW-78849,1013405192,11,5.0,6.0,11,5.0,6.0,0.0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.",https://www.planecrashinfo.com/2007/2007-10.htm,2.0349312,45.3419183
"April 25, 2007",14:05,"Near Kopinang, Guyana",Air Services,,Kato - Kopinang,8R-GET,484,5,4.0,1.0,3,2.0,1.0,0.0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.,https://www.planecrashinfo.com/2007/2007-11.htm,5.0020846,-59.8160036
"April 27, 2007",11:34,"Shatoi, Chechnya",Military - Russia,,,,,18,15.0,3.0,18,15.0,3.0,0.0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.,https://www.planecrashinfo.com/2007/2007-12.htm,42.869823,45.69104
"May 05, 2007",00:08,"Near Dizangue, Cameroon",Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",5Y-KYA,35071/2079,114,105.0,9.0,114,105.0,9.0,0.0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp.",https://www.planecrashinfo.com/2007/2007-13.htm,3.7465887,10.0180602
"May 06, 2007",09:10,"Near El-Thamad, Egypt",Military - French Air Force,,El-Gora - Santa Katarina,742/CB,742,9,5.0,4.0,9,5.0,4.0,0.0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers.",https://www.planecrashinfo.com/2007/2007-14.htm,29.6730181,34.3048622
"May 17, 2007",11:00,"Walikale Airstrip, Congo",Safe Air Complany,,Walikale - Goma,TN-AHE,851335,3,1.0,2.0,3,1.0,2.0,0.0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,https://www.planecrashinfo.com/2007/2007-15.htm,-1.0728008,27.97536975470227
"May 24, 2007",17:45,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,,Iquitos - Pucallpa,FAP-303,483,20,17.0,3.0,13,10.0,3.0,0.0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.,https://www.planecrashinfo.com/2007/2007-16.htm,-11.4334433,-74.834495
"June 03, 2007",20:30,"Freetown, Sierra Leone",Paramount Airlilnes,,Shuttle,,,22,20.0,2.0,21,20.0,1.0,0.0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.,https://www.planecrashinfo.com/2007/2007-17.htm,8.479004,-13.26795
"June 04, 2007",16:04,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",N550BP,550-0246,6,4.0,2.0,6,4.0,2.0,0.0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency.",https://www.planecrashinfo.com/2007/2007-18.htm,43.0386475,-87.9090751
"June 13, 2007",,"Selenge province, Mongolia",Mongolian Defense Ministry,,,,,22,19.0,3.0,15,12.0,3.0,0.0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.",https://www.planecrashinfo.com/2007/2007-19.htm,49.3910136,107.0629034
"June 21, 2007",,"Near Kamina, Congo",Karibu Airways,,Kamina - Lubumbashi,9Q-CEU,841217,25,22.0,3.0,1,1.0,0.0,0.0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the Democratic Republic of Congo was killed.,https://www.planecrashinfo.com/2007/2007-20.htm,-8.7351826,25.0032201
"June 25, 2007",10:40,"Near Sihanoukville, Cambodia",PMT Air,241,Siem Reap - Sihanoukville,XU-U4A,99901908,22,16.0,6.0,22,16.0,6.0,0.0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville.",https://www.planecrashinfo.com/2007/2007-21.htm,10.6220485,103.5223365
"June 28, 2007",13:40,"M'Banza Congo, Angola",TAAG Angola Airlines,,Luanda - M'Banza,D2-TBP,23220/1084,78,69.0,9.0,5,4.0,1.0,0.0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.",https://www.planecrashinfo.com/2007/2007-22.htm,-6.2678204,14.2417957
"July 05, 2007",09:30,"Culiacan, Mexico",Jett Paqueteria SA,,,XA-TFL,265-48,3,0.0,3.0,3,0.0,3.0,6.0,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.",https://www.planecrashinfo.com/2007/2007-23.htm,24.7978965,-107.393395
"July 08, 2007",13:00,"Muncho Lake, British Columbia, Canada",Liard Air,,Muncho Lake - Vancouver,C-FAWC,108,5,3.0,2.0,1,1.0,0.0,0.0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.,https://www.planecrashinfo.com/2007/2007-24.htm,58.9939483,-125.7770163
"July 17, 2007",18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,PR-MBK,789,187,181.0,6.0,187,181.0,6.0,12.0,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.",https://www.planecrashinfo.com/2007/2007-25.htm,-23.5506507,-46.6333824
"July 23, 2007",13:00,"Near Shinile, Ethiopia",Djibouti Airlines,,Dire Dawa - Djibouti,EX-030,7306103,9,3.0,6.0,1,1.0,0.0,0.0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.,https://www.planecrashinfo.com/2007/2007-26.htm,10.2122931,41.9276455
"July 24, 2007",14:05,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,N995WA,1100,5,4.0,1.0,5,4.0,1.0,0.0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",https://www.planecrashinfo.com/2007/2007-27.htm,55.5897222,-130.7458333
"July 29, 2007",04:17,"Moscow, Russia",Atran,9655,Sightseeing,RA-93912,4341709,9,0.0,9.0,9,0.0,9.0,0.0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",https://www.planecrashinfo.com/2007/2007-28.htm,55.625578,37.6063916
"August 09, 2007",12:00,"Off Moorea, French Polynesia",Air Moorea,1121,Moorea - Papeete,F-OIQ,608,20,19.0,1.0,20,19.0,1.0,0.0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.,https://www.planecrashinfo.com/2007/2007-29.htm,-17.533306,-149.8386006
"August 16, 2007",23:16,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,N345KA,1306,10,9.0,1.0,6,6.0,0.0,0.0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",https://www.planecrashinfo.com/2007/2007-30.htm,55.3430696,-131.6466819
"August 20, 2007",10:33,"Okinawa, Japan",China Airlines,120,Taipei - Naha,B-18616,30175/1182,165,157.0,8.0,0,0.0,0.0,0.0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.",https://www.planecrashinfo.com/2007/2007-31.htm,26.5707754,128.0255901
"August 22, 2007",00:36,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,PT-SDB,110323,2,0.0,2.0,2,0.0,2.0,0.0,Crashed shortly after taking off from Curitiba,https://www.planecrashinfo.com/2007/2007-32.htm,-25.4295963,-49.2712724
"August 22, 2007",,"Near Kirkuk, Iraq",Military - US,,Transporting troops,,,14,12.0,2.0,14,12.0,2.0,0.0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.,https://www.planecrashinfo.com/2007/2007-33.htm,35.4719308,44.3953896
"August 26, 2007",16:00,"Kongolo, Democratic Republic Congo",Great Lakes Business Complany,,Kongolo - Goma,9Q-CAC,14-07,15,12.0,3.0,14,11.0,3.0,0.0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons.",https://www.planecrashinfo.com/2007/2007-34.htm,-5.39325675,26.98669647670348
"September 07, 2007",,"Goma, Democratic Republic Congo",Galaxy Kavatsi Airlines,,Kisangi - Goma - Bukavu,4L-SAS,3341108,8,6.0,2.0,8,6.0,2.0,0.0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire.",https://www.planecrashinfo.com/2007/2007-35.htm,-1.6665685,29.225652
"September 16, 2007",15:35,"Phuket, Thailand",One-Two-Go Airlines,269,Bangkok - Phuket,HS-OMG,49183/1129,130,123.0,7.0,90,85.0,5.0,0.0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.",https://www.planecrashinfo.com/2007/2007-36.htm,7.9366015,98.3529292
"September 24, 2007",13:00,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,9Q-CVL,81 06 17,6,5.0,1.0,1,0.0,1.0,0.0,Crashed while attempting to land and came to rest in a cemetery.,https://www.planecrashinfo.com/2007/2007-37.htm,-8.0413219,26.7909208
"October 04, 2007",10:40,"Kinshasa, DR Congo",Africa One Congo,,Kinshasa - Tshikapa,9Q-COS,47302001,22,17.0,5.0,21,17.0,4.0,30.0,While attempting to take off the No. 2 engine failed. The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechanic was the only survivor aboard the plane.,https://www.planecrashinfo.com/2007/2007-38.htm,-4.3196982,15.3424196
"October 08, 2007",15:30,"Near Cubarral, Colombia",Nacional de Aviacion,,Villavicencio - Uribe,HK-4055,902521,17,15.0,2.0,17,15.0,2.0,0.0,Disappeared while en route.,https://www.planecrashinfo.com/2007/2007-39.htm,3.7943159,-73.8390382
"November 08, 2007",08:00,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,ST-JUA,3341110,4,0.0,4.0,0,0.0,0.0,2.0,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.",https://www.planecrashinfo.com/2007/2007-40.htm,15.5038301,32.5738979
"November 30, 2007",01:36,"Near Isparta, Turkey",Atlasjet Airlines,4203,Istanbul - Isparta,TC-AKM,53185/2090,57,50.0,7.0,57,50.0,7.0,0.0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred.",https://www.planecrashinfo.com/2007/2007-41.htm,37.9465412,30.9602093
"December 03, 2007",17:18,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,N141LG,,4,3.0,1.0,4,3.0,1.0,0.0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.",https://www.planecrashinfo.com/2007/2007-42.htm,60.7730556,-148.6838889
"December 05, 2007",06:48,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",N28MG,208B-0732,2,1.0,1.0,2,1.0,1.0,0.0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",https://www.planecrashinfo.com/2007/2007-43.htm,39.9622601,-83.0007065
"January 04, 2008",09:48,"Los Roques, Venezuela",Transaven,,Los Rogues - Carac,YV2081,872051,18,16.0,2.0,18,16.0,2.0,0.0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.,https://www.planecrashinfo.com/2008/2008-1.htm,11.8382889,-66.6391165
"January 12, 2008",,"Blace, Macedonia",Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",VAM-304,223M98,11,10.0,1.0,11,10.0,1.0,0.0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,https://www.planecrashinfo.com/2008/2008-2.htm,41.8716036,21.6658181
"January 17, 2008",12:43,"London, England",British Airways,38,"Bejing, China - London, England",G-YMMM,30314/342,152,136.0,16.0,0,0.0,0.0,0.0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.",https://www.planecrashinfo.com/2008/2008-3.htm,51.4893335,-0.1440551
